Interaction_ID,Ticket_ID,Channel,Interaction_Date,Duration_Minutes,Messages_Exchanged,Bot_Handled,Transferred_To_Agent,Resolution_Achieved,Hold_Time_Minutes,Sentiment_Score,Duration_Tier,Sentiment_Tier
INT000245,TKT000245,Chatbot,2023-05-25,7.8,13.0,1,1,0,,0.8,Standard (5-15m),Positive
INT000246,TKT000246,Email,2024-07-02,1.5,7.0,0,0,0,,0.3,Quick (0-5m),Neutral
INT000247,TKT000247,Live Chat,2023-10-27,29.4,19.0,0,1,1,,-0.65,Extended (15-30m),Negative
INT000248,TKT000248,Chatbot,2023-06-23,4.0,12.0,1,1,1,,0.67,Quick (0-5m),Positive
INT000249,TKT000249,Live Chat,2023-03-05,6.4,8.0,0,1,1,,-0.07,Standard (5-15m),Neutral
INT000250,TKT000250,Email,2023-10-22,3.4,1.0,1,0,0,,-0.9,Quick (0-5m),Negative
INT000251,TKT000251,Outbound Call,2024-04-01,12.5,,1,1,1,6.0,0.25,Standard (5-15m),Neutral
INT000252,TKT000252,Social Media,2022-12-19,7.4,8.0,0,0,0,,0.45,Standard (5-15m),Positive
INT000253,TKT000253,Live Chat,2022-07-02,26.5,18.0,0,1,1,,-0.08,Extended (15-30m),Neutral
INT000254,TKT000254,Outbound Call,2023-12-22,19.6,,0,0,1,7.3,0.01,Extended (15-30m),Neutral
INT000255,TKT000255,Outbound Call,2023-04-12,34.0,,1,0,0,9.1,0.1,Long (30m+),Neutral
INT000256,TKT000256,Inbound Call,2023-09-19,15.7,,0,0,0,1.3,-0.5,Extended (15-30m),Negative
INT000257,TKT000257,Inbound Call,2022-07-05,39.9,,0,1,1,6.0,-0.25,Long (30m+),Neutral
INT000258,TKT000258,Live Chat,2024-04-11,19.7,23.0,1,1,1,,0.61,Extended (15-30m),Positive
INT000259,TKT000259,Live Chat,2024-10-15,12.2,20.0,0,1,0,,-0.94,Standard (5-15m),Negative
INT000260,TKT000260,Inbound Call,2023-01-17,2.1,,0,1,1,1.8,0.11,Quick (0-5m),Neutral
INT000261,TKT000261,Chatbot,2023-02-19,1.3,5.0,1,0,1,,-0.94,Quick (0-5m),Negative
INT000262,TKT000262,Inbound Call,2024-09-21,12.2,,0,1,0,4.8,-0.6,Standard (5-15m),Negative
INT000263,TKT000263,Live Chat,2023-11-22,7.3,13.0,0,1,1,,-0.25,Standard (5-15m),Neutral
INT000264,TKT000264,Live Chat,2024-01-11,22.8,14.0,0,0,1,,-0.63,Extended (15-30m),Negative
INT000265,TKT000265,Chatbot,2022-12-12,8.9,3.0,1,1,1,,0.7,Standard (5-15m),Positive
INT000266,TKT000266,Inbound Call,2022-02-02,17.3,,0,1,1,4.7,0.74,Extended (15-30m),Positive
INT000267,TKT000267,Email,2023-01-24,1.1,5.0,0,0,1,,-0.69,Quick (0-5m),Negative
INT000268,TKT000268,Live Chat,2023-09-28,9.2,6.0,0,1,1,,0.78,Standard (5-15m),Positive
INT000269,TKT000269,Chatbot,2023-08-30,1.2,10.0,1,0,1,,-0.54,Quick (0-5m),Negative
INT000270,TKT000270,Chatbot,2022-12-31,9.2,15.0,1,1,0,,-0.98,Standard (5-15m),Negative
INT000271,TKT000271,Live Chat,2022-06-05,24.1,19.0,0,0,1,,0.47,Extended (15-30m),Positive
INT000272,TKT000272,Outbound Call,2022-07-11,7.8,,1,1,1,1.2,0.04,Standard (5-15m),Neutral
INT000273,TKT000273,Live Chat,2024-04-08,27.3,6.0,0,0,1,,-0.0,Extended (15-30m),Neutral
INT000274,TKT000274,Chatbot,2022-10-26,6.9,22.0,1,0,1,,-0.99,Standard (5-15m),Negative
INT000275,TKT000275,Inbound Call,2023-11-28,4.6,,0,1,1,4.7,0.96,Quick (0-5m),Positive
INT000276,TKT000276,Inbound Call,2023-12-26,13.9,,0,0,1,8.1,0.67,Standard (5-15m),Positive
INT000277,TKT000277,Inbound Call,2022-09-30,26.5,,0,1,1,7.0,0.93,Extended (15-30m),Positive
INT000278,TKT000278,Live Chat,2022-08-01,12.9,4.0,0,1,0,,-0.51,Standard (5-15m),Negative
INT000279,TKT000279,Chatbot,2023-08-25,8.7,10.0,1,1,1,,0.21,Standard (5-15m),Neutral
INT000280,TKT000280,Live Chat,2022-06-18,27.7,20.0,0,1,0,,0.49,Extended (15-30m),Positive
INT000281,TKT000281,Social Media,2023-04-06,6.7,2.0,1,0,1,,0.61,Standard (5-15m),Positive
INT000282,TKT000282,Chatbot,2022-03-25,1.5,5.0,1,0,0,,0.56,Quick (0-5m),Positive
INT000283,TKT000283,Outbound Call,2022-11-14,12.6,,0,1,1,6.2,0.14,Standard (5-15m),Neutral
INT000284,TKT000284,Live Chat,2023-07-15,22.8,14.0,0,0,1,,-0.94,Extended (15-30m),Negative
INT000285,TKT000285,Chatbot,2024-10-09,8.6,6.0,1,0,1,,0.99,Standard (5-15m),Positive
INT000286,TKT000286,Outbound Call,2023-03-25,40.2,,1,1,0,7.2,-0.77,Long (30m+),Negative
INT000287,TKT000287,Chatbot,2023-04-08,6.2,23.0,1,1,1,,-0.64,Standard (5-15m),Negative
INT000288,TKT000288,Live Chat,2023-03-19,18.7,21.0,0,0,0,,0.65,Extended (15-30m),Positive
INT000289,TKT000289,Inbound Call,2022-01-26,14.8,,0,0,0,2.7,-0.8,Standard (5-15m),Negative
INT000290,TKT000290,Live Chat,2023-05-15,24.5,12.0,0,1,0,,-0.57,Extended (15-30m),Negative
INT000291,TKT000291,Chatbot,2024-09-16,9.1,23.0,1,1,0,,-0.96,Standard (5-15m),Negative
INT000292,TKT000292,Chatbot,2024-04-28,7.2,9.0,1,0,1,,-0.69,Standard (5-15m),Negative
INT000293,TKT000293,Outbound Call,2023-01-29,31.3,,0,0,1,10.0,0.32,Long (30m+),Positive
INT000294,TKT000294,Email,2023-01-17,4.6,4.0,1,0,1,,-0.28,Quick (0-5m),Neutral
INT000295,TKT000295,Live Chat,2024-03-29,16.8,9.0,0,0,1,,-0.73,Extended (15-30m),Negative
INT000296,TKT000296,Live Chat,2024-03-03,6.4,21.0,0,1,1,,-0.47,Standard (5-15m),Negative
INT000297,TKT000297,Social Media,2023-06-20,8.2,1.0,0,0,0,,0.51,Standard (5-15m),Positive
INT000298,TKT000298,Social Media,2024-01-16,7.3,10.0,0,0,0,,0.11,Standard (5-15m),Neutral
INT000299,TKT000299,Live Chat,2024-06-02,7.3,18.0,0,0,1,,-0.05,Standard (5-15m),Neutral
INT000300,TKT000300,Live Chat,2024-01-17,11.8,8.0,0,0,1,,-0.91,Standard (5-15m),Negative
INT000301,TKT000301,Outbound Call,2023-10-18,21.9,,0,0,1,6.2,0.02,Extended (15-30m),Neutral
INT000302,TKT000302,Inbound Call,2024-01-02,10.1,,0,1,1,1.5,-0.04,Standard (5-15m),Neutral
INT000303,TKT000303,Live Chat,2022-10-03,27.1,25.0,1,1,1,,-0.11,Extended (15-30m),Neutral
INT000304,TKT000304,Inbound Call,2023-05-21,4.0,,0,0,0,9.4,-0.03,Quick (0-5m),Neutral
INT000305,TKT000305,Email,2022-09-21,3.3,5.0,1,1,1,,-0.85,Quick (0-5m),Negative
INT000306,TKT000306,Live Chat,2024-11-05,15.6,8.0,1,0,1,,0.87,Extended (15-30m),Positive
INT000307,TKT000307,Email,2024-09-01,1.5,2.0,0,0,0,,-0.39,Quick (0-5m),Negative
INT000308,TKT000308,Live Chat,2023-10-05,24.8,17.0,0,0,1,,0.31,Extended (15-30m),Positive
INT000309,TKT000309,Inbound Call,2023-04-12,39.9,,0,0,1,3.0,-0.28,Long (30m+),Neutral
INT000310,TKT000310,Email,2023-12-15,4.8,7.0,0,0,1,,-0.34,Quick (0-5m),Negative
INT000311,TKT000311,Live Chat,2023-04-04,16.6,24.0,1,1,0,,0.45,Extended (15-30m),Positive
INT000312,TKT000312,Email,2023-07-06,1.4,7.0,0,0,1,,-0.16,Quick (0-5m),Neutral
INT000313,TKT000313,Live Chat,2022-04-19,6.0,18.0,1,1,0,,0.23,Standard (5-15m),Neutral
INT000314,TKT000314,Social Media,2024-06-15,14.4,8.0,1,0,0,,-0.45,Standard (5-15m),Negative
INT000315,TKT000315,Outbound Call,2024-06-12,40.6,,1,1,0,3.0,-0.47,Long (30m+),Negative
INT000316,TKT000316,Email,2022-12-17,0.5,1.0,0,1,1,,-0.6,Quick (0-5m),Negative
INT000317,TKT000317,Email,2024-07-07,1.6,1.0,0,0,0,,-0.4,Quick (0-5m),Negative
INT000318,TKT000318,Inbound Call,2022-04-28,12.1,,0,1,0,6.5,-0.87,Standard (5-15m),Negative
INT000319,TKT000319,Inbound Call,2024-09-03,17.4,,1,0,0,0.3,-0.84,Extended (15-30m),Negative
INT000320,TKT000320,Inbound Call,2022-10-30,30.8,,1,0,1,9.2,0.71,Long (30m+),Positive
INT000321,TKT000321,Outbound Call,2023-12-27,28.8,,1,0,1,8.1,-0.44,Extended (15-30m),Negative
INT000322,TKT000322,Inbound Call,2023-07-20,28.9,,0,0,1,0.3,0.08,Extended (15-30m),Neutral
INT000323,TKT000323,Live Chat,2023-06-01,10.5,12.0,0,0,0,,-0.01,Standard (5-15m),Neutral
INT000324,TKT000324,Live Chat,2022-02-26,26.7,11.0,1,1,1,,0.27,Extended (15-30m),Neutral
INT000325,TKT000325,Live Chat,2024-10-02,12.4,23.0,0,1,1,,0.3,Standard (5-15m),Neutral
INT000326,TKT000326,Outbound Call,2022-10-01,41.6,,0,0,0,1.2,-0.27,Long (30m+),Neutral
INT000327,TKT000327,Live Chat,2023-03-17,9.6,12.0,0,0,1,,-0.73,Standard (5-15m),Negative
INT000328,TKT000328,Inbound Call,2024-07-14,20.8,,0,1,0,3.7,-0.65,Extended (15-30m),Negative
INT000329,TKT000329,Email,2023-09-16,1.4,1.0,0,1,1,,-0.28,Quick (0-5m),Neutral
INT000330,TKT000330,Chatbot,2023-04-22,4.1,25.0,1,1,0,,0.12,Quick (0-5m),Neutral
INT000331,TKT000331,Outbound Call,2024-11-06,29.4,,0,1,0,6.9,0.23,Extended (15-30m),Neutral
INT000332,TKT000332,Outbound Call,2022-10-23,7.5,,0,0,1,8.1,0.86,Standard (5-15m),Positive
INT000333,TKT000333,Live Chat,2023-10-07,23.6,16.0,1,0,0,,-0.39,Extended (15-30m),Negative
INT000334,TKT000334,Chatbot,2022-04-19,9.5,6.0,1,1,1,,-0.78,Standard (5-15m),Negative
INT000335,TKT000335,Live Chat,2024-01-04,13.4,19.0,0,1,1,,0.08,Standard (5-15m),Neutral
INT000336,TKT000336,Live Chat,2022-09-03,25.4,24.0,0,1,1,,-0.87,Extended (15-30m),Negative
INT000337,TKT000337,Chatbot,2022-05-11,6.3,14.0,1,1,0,,-0.67,Standard (5-15m),Negative
INT000338,TKT000338,Inbound Call,2024-04-27,16.9,,0,0,1,6.5,0.11,Extended (15-30m),Neutral
INT000339,TKT000339,Outbound Call,2022-11-27,40.4,,0,0,0,3.5,0.85,Long (30m+),Positive
INT000340,TKT000340,Email,2023-02-03,1.7,6.0,0,0,1,,-0.61,Quick (0-5m),Negative
INT000341,TKT000341,Outbound Call,2023-01-03,40.1,,1,0,0,2.4,-0.28,Long (30m+),Neutral
INT000342,TKT000342,Chatbot,2022-03-02,9.8,22.0,1,0,1,,-0.11,Standard (5-15m),Neutral
INT000343,TKT000343,Live Chat,2024-10-10,12.6,14.0,0,1,1,,0.91,Standard (5-15m),Positive
INT000344,TKT000344,Inbound Call,2022-09-02,20.3,,0,0,0,6.6,0.47,Extended (15-30m),Positive
INT000345,TKT000345,Inbound Call,2022-07-02,3.6,,1,1,0,4.7,-0.34,Quick (0-5m),Negative
INT000346,TKT000346,Live Chat,2024-04-06,17.4,10.0,0,1,1,,-0.46,Extended (15-30m),Negative
INT000347,TKT000347,Email,2024-03-04,1.1,1.0,0,0,0,,0.04,Quick (0-5m),Neutral
INT000348,TKT000348,Email,2024-02-20,3.6,1.0,0,0,0,,-0.24,Quick (0-5m),Neutral
INT000349,TKT000349,Inbound Call,2024-08-29,44.7,,0,0,1,3.3,0.23,Long (30m+),Neutral
INT000350,TKT000350,Email,2023-12-05,4.0,3.0,1,0,1,,0.07,Quick (0-5m),Neutral
INT000351,TKT000351,Social Media,2022-07-16,13.5,3.0,0,1,1,,-0.93,Standard (5-15m),Negative
INT000352,TKT000352,Social Media,2023-12-29,8.4,5.0,0,0,1,,-0.85,Standard (5-15m),Negative
INT000353,TKT000353,Chatbot,2024-05-31,8.0,16.0,1,0,1,,-0.73,Standard (5-15m),Negative
INT000354,TKT000354,Inbound Call,2024-10-20,7.2,,0,1,0,7.2,0.3,Standard (5-15m),Neutral
INT000355,TKT000355,Chatbot,2023-01-13,9.1,16.0,1,0,1,,0.95,Standard (5-15m),Positive
INT000356,TKT000356,Live Chat,2024-04-02,10.9,15.0,0,0,0,,-0.09,Standard (5-15m),Neutral
INT000357,TKT000357,Chatbot,2023-04-10,8.0,23.0,1,0,0,,-0.7,Standard (5-15m),Negative
INT000358,TKT000358,Outbound Call,2022-06-17,6.3,,0,0,1,1.9,0.22,Standard (5-15m),Neutral
INT000359,TKT000359,Outbound Call,2024-07-14,18.4,,0,1,1,5.3,0.25,Extended (15-30m),Neutral
INT000360,TKT000360,Live Chat,2024-12-08,10.6,17.0,0,0,1,,0.51,Standard (5-15m),Positive
INT000361,TKT000361,Chatbot,2022-02-11,3.9,15.0,1,0,1,,0.42,Quick (0-5m),Positive
INT000362,TKT000362,Live Chat,2022-05-05,24.8,21.0,0,0,1,,0.38,Extended (15-30m),Positive
INT000363,TKT000363,Chatbot,2022-05-02,1.7,9.0,1,0,1,,0.45,Quick (0-5m),Positive
INT000364,TKT000364,Live Chat,2024-02-04,18.1,16.0,1,0,1,,0.64,Extended (15-30m),Positive
INT000365,TKT000365,Inbound Call,2022-12-12,42.6,,0,0,1,2.1,0.79,Long (30m+),Positive
INT000366,TKT000366,Live Chat,2024-12-19,15.6,13.0,1,1,1,,-0.99,Extended (15-30m),Negative
INT000367,TKT000367,Inbound Call,2022-01-10,33.1,,1,0,1,9.5,0.33,Long (30m+),Positive
INT000368,TKT000368,Outbound Call,2024-02-27,39.5,,0,0,1,2.4,0.88,Long (30m+),Positive
INT000369,TKT000369,Social Media,2022-02-26,10.7,4.0,1,0,1,,0.52,Standard (5-15m),Positive
INT000370,TKT000370,Live Chat,2024-02-07,14.4,11.0,0,1,0,,-0.84,Standard (5-15m),Negative
INT000371,TKT000371,Inbound Call,2022-12-20,34.6,,0,0,1,7.1,0.47,Long (30m+),Positive
INT000372,TKT000372,Email,2024-10-17,2.0,6.0,0,0,1,,-0.49,Quick (0-5m),Negative
INT000373,TKT000373,Social Media,2023-03-24,4.2,10.0,0,0,1,,-0.63,Quick (0-5m),Negative
INT000374,TKT000374,Outbound Call,2022-07-18,20.3,,0,0,1,5.9,-0.59,Extended (15-30m),Negative
INT000375,TKT000375,Social Media,2022-11-13,8.9,5.0,0,1,0,,0.94,Standard (5-15m),Positive
INT000376,TKT000376,Social Media,2024-02-06,10.3,6.0,0,0,1,,0.32,Standard (5-15m),Positive
INT000377,TKT000377,Live Chat,2022-12-29,17.6,25.0,0,1,1,,0.96,Extended (15-30m),Positive
INT000378,TKT000378,Inbound Call,2022-12-30,21.0,,0,0,0,5.1,0.69,Extended (15-30m),Positive
INT000379,TKT000379,Inbound Call,2022-11-01,9.3,,0,1,1,7.4,0.85,Standard (5-15m),Positive
INT000380,TKT000380,Live Chat,2022-03-04,12.4,22.0,0,0,0,,0.11,Standard (5-15m),Neutral
INT000381,TKT000381,Email,2022-03-21,2.1,2.0,0,0,1,,-0.3,Quick (0-5m),Negative
INT000382,TKT000382,Email,2022-09-04,4.9,5.0,0,0,1,,0.48,Quick (0-5m),Positive
INT000383,TKT000383,Inbound Call,2023-08-20,44.7,,0,0,1,6.1,-0.96,Long (30m+),Negative
INT000384,TKT000384,Live Chat,2023-12-16,29.2,9.0,0,0,1,,0.29,Extended (15-30m),Neutral
INT000385,TKT000385,Inbound Call,2023-01-05,23.6,,0,0,1,3.9,0.91,Extended (15-30m),Positive
INT000386,TKT000386,Inbound Call,2024-11-27,23.5,,1,0,1,0.1,0.69,Extended (15-30m),Positive
INT000387,TKT000387,Inbound Call,2022-07-24,31.9,,0,0,1,9.5,-0.62,Long (30m+),Negative
INT000388,TKT000388,Live Chat,2023-01-31,25.7,16.0,0,0,1,,-0.74,Extended (15-30m),Negative
INT000389,TKT000389,Email,2022-11-14,0.9,3.0,0,0,0,,0.65,Quick (0-5m),Positive
INT000390,TKT000390,Inbound Call,2023-11-22,8.7,,0,1,0,4.2,-0.89,Standard (5-15m),Negative
INT000391,TKT000391,Live Chat,2024-03-07,19.4,11.0,1,0,1,,0.99,Extended (15-30m),Positive
INT000392,TKT000392,Live Chat,2022-08-27,20.5,25.0,0,0,1,,-0.07,Extended (15-30m),Neutral
INT000393,TKT000393,Chatbot,2022-05-15,3.7,6.0,1,1,1,,0.86,Quick (0-5m),Positive
INT000394,TKT000394,Chatbot,2023-05-20,2.5,17.0,1,0,1,,0.62,Quick (0-5m),Positive
INT000395,TKT000395,Inbound Call,2022-10-17,44.6,,0,0,0,0.1,0.39,Long (30m+),Positive
INT000396,TKT000396,Outbound Call,2024-10-02,15.5,,0,0,1,6.1,-0.59,Extended (15-30m),Negative
INT000397,TKT000397,Inbound Call,2024-04-07,25.5,,1,0,1,9.7,-0.83,Extended (15-30m),Negative
INT000398,TKT000398,Social Media,2024-01-04,5.4,7.0,1,0,1,,0.31,Standard (5-15m),Positive
INT000399,TKT000399,Live Chat,2024-09-10,12.8,12.0,1,1,1,,-0.62,Standard (5-15m),Negative
INT000400,TKT000400,Live Chat,2022-07-22,9.2,13.0,1,0,1,,0.66,Standard (5-15m),Positive
INT000401,TKT000401,Live Chat,2022-07-06,6.4,21.0,0,0,1,,-0.87,Standard (5-15m),Negative
INT000402,TKT000402,Chatbot,2023-10-19,7.5,16.0,1,0,1,,0.05,Standard (5-15m),Neutral
INT000403,TKT000403,Live Chat,2024-12-25,26.1,4.0,0,0,1,,-0.16,Extended (15-30m),Neutral
INT000404,TKT000404,Inbound Call,2024-03-18,14.6,,1,0,1,4.0,0.85,Standard (5-15m),Positive
INT000405,TKT000405,Live Chat,2023-02-16,17.9,15.0,1,1,1,,0.8,Extended (15-30m),Positive
INT000406,TKT000406,Live Chat,2023-10-19,17.7,14.0,0,1,1,,0.44,Extended (15-30m),Positive
INT000407,TKT000407,Outbound Call,2024-07-06,36.3,,0,0,1,6.8,0.51,Long (30m+),Positive
INT000408,TKT000408,Social Media,2023-08-23,2.2,1.0,0,1,0,,0.41,Quick (0-5m),Positive
INT000409,TKT000409,Live Chat,2024-05-23,25.2,11.0,0,0,0,,0.35,Extended (15-30m),Positive
INT000410,TKT000410,Live Chat,2024-06-10,15.6,24.0,0,0,1,,0.99,Extended (15-30m),Positive
INT000411,TKT000411,Inbound Call,2022-06-18,8.3,,0,0,1,3.5,0.47,Standard (5-15m),Positive
INT000412,TKT000412,Outbound Call,2022-02-18,28.3,,0,0,0,7.2,0.89,Extended (15-30m),Positive
INT000413,TKT000413,Outbound Call,2022-08-02,26.4,,0,0,1,6.4,-0.13,Extended (15-30m),Neutral
INT000414,TKT000414,Inbound Call,2024-09-18,10.2,,1,1,1,4.0,1.0,Standard (5-15m),Positive
INT000415,TKT000415,Live Chat,2024-03-07,14.0,19.0,0,0,1,,0.23,Standard (5-15m),Neutral
INT000416,TKT000416,Outbound Call,2024-10-16,20.2,,1,1,1,1.4,0.81,Extended (15-30m),Positive
INT000417,TKT000417,Inbound Call,2022-04-23,5.9,,0,0,1,3.9,-0.82,Standard (5-15m),Negative
INT000418,TKT000418,Inbound Call,2022-03-27,10.5,,0,1,1,7.3,0.22,Standard (5-15m),Neutral
INT000419,TKT000419,Live Chat,2022-07-02,25.4,11.0,0,0,1,,0.99,Extended (15-30m),Positive
INT000420,TKT000420,Email,2022-12-22,2.6,4.0,1,0,1,,-0.87,Quick (0-5m),Negative
INT000421,TKT000421,Live Chat,2023-10-05,6.9,4.0,1,1,1,,0.89,Standard (5-15m),Positive
INT000422,TKT000422,Live Chat,2022-04-09,6.8,19.0,1,1,1,,-0.71,Standard (5-15m),Negative
INT000423,TKT000423,Live Chat,2022-02-27,17.7,9.0,0,1,0,,0.99,Extended (15-30m),Positive
INT000424,TKT000424,Live Chat,2023-09-13,22.7,19.0,0,1,1,,-0.42,Extended (15-30m),Negative
INT000425,TKT000425,Chatbot,2023-01-21,7.3,16.0,1,1,1,,0.59,Standard (5-15m),Positive
INT000426,TKT000426,Chatbot,2022-04-18,7.2,21.0,1,1,0,,-0.94,Standard (5-15m),Negative
INT000427,TKT000427,Social Media,2024-06-07,5.1,2.0,0,1,1,,-0.43,Standard (5-15m),Negative
INT000428,TKT000428,Email,2024-11-07,2.3,3.0,0,0,1,,0.21,Quick (0-5m),Neutral
INT000429,TKT000429,Email,2023-01-01,1.2,7.0,1,0,1,,-0.55,Quick (0-5m),Negative
INT000430,TKT000430,Email,2024-01-30,0.9,6.0,0,0,1,,0.52,Quick (0-5m),Positive
INT000431,TKT000431,Chatbot,2022-04-02,8.9,23.0,1,0,0,,0.35,Standard (5-15m),Positive
INT000432,TKT000432,Outbound Call,2022-07-22,11.2,,1,0,1,6.9,0.98,Standard (5-15m),Positive
INT000433,TKT000433,Live Chat,2023-01-16,15.1,16.0,1,1,1,,0.17,Extended (15-30m),Neutral
INT000434,TKT000434,Chatbot,2023-10-18,1.8,5.0,1,1,1,,0.54,Quick (0-5m),Positive
INT000435,TKT000435,Live Chat,2023-02-21,11.0,12.0,1,1,0,,-0.85,Standard (5-15m),Negative
INT000436,TKT000436,Chatbot,2023-02-28,4.1,8.0,1,1,1,,-0.91,Quick (0-5m),Negative
INT000437,TKT000437,Email,2022-02-01,3.8,3.0,0,0,1,,0.16,Quick (0-5m),Neutral
INT000438,TKT000438,Inbound Call,2024-02-21,30.4,,0,1,1,7.8,0.97,Long (30m+),Positive
INT000439,TKT000439,Inbound Call,2022-08-27,23.9,,1,0,1,9.1,-0.46,Extended (15-30m),Negative
INT000440,TKT000440,Live Chat,2022-01-10,26.2,17.0,0,0,0,,-1.0,Extended (15-30m),Negative
INT000441,TKT000441,Live Chat,2023-11-09,9.6,15.0,0,1,1,,-0.32,Standard (5-15m),Negative
INT000442,TKT000442,Outbound Call,2024-03-09,22.8,,0,0,0,4.0,0.48,Extended (15-30m),Positive
INT000443,TKT000443,Social Media,2024-02-01,5.5,9.0,1,1,1,,0.6,Standard (5-15m),Positive
INT000444,TKT000444,Social Media,2022-04-02,8.5,9.0,0,0,1,,0.56,Standard (5-15m),Positive
INT000445,TKT000445,Outbound Call,2022-10-18,26.4,,1,1,1,6.5,-0.84,Extended (15-30m),Negative
INT000446,TKT000446,Outbound Call,2023-05-20,5.8,,0,0,1,0.2,0.54,Standard (5-15m),Positive
INT000447,TKT000447,Inbound Call,2023-06-13,40.4,,0,0,1,7.4,-0.84,Long (30m+),Negative
INT000448,TKT000448,Inbound Call,2023-09-27,6.1,,0,0,0,1.3,0.97,Standard (5-15m),Positive
INT000449,TKT000449,Live Chat,2023-07-13,13.3,13.0,1,1,1,,-0.26,Standard (5-15m),Neutral
INT000450,TKT000450,Inbound Call,2022-01-21,9.8,,0,0,0,7.1,0.39,Standard (5-15m),Positive
INT000451,TKT000451,Inbound Call,2024-04-27,13.3,,0,0,1,1.6,-0.03,Standard (5-15m),Neutral
INT000452,TKT000452,Email,2023-07-24,3.1,4.0,0,1,1,,-0.52,Quick (0-5m),Negative
INT000453,TKT000453,Email,2024-09-26,2.0,3.0,1,0,1,,0.22,Quick (0-5m),Neutral
INT000454,TKT000454,Email,2022-01-22,2.7,1.0,1,0,1,,-0.97,Quick (0-5m),Negative
INT000455,TKT000455,Email,2024-03-20,3.1,4.0,0,0,1,,0.01,Quick (0-5m),Neutral
INT000456,TKT000456,Inbound Call,2024-07-08,7.4,,1,1,0,2.9,-0.92,Standard (5-15m),Negative
INT000457,TKT000457,Inbound Call,2023-04-02,44.8,,1,0,1,6.4,0.14,Long (30m+),Neutral
INT000458,TKT000458,Email,2022-08-23,2.2,7.0,0,0,1,,-0.09,Quick (0-5m),Neutral
INT000459,TKT000459,Outbound Call,2022-11-22,29.0,,0,0,1,1.9,0.79,Extended (15-30m),Positive
INT000460,TKT000460,Inbound Call,2022-05-17,23.2,,0,1,1,6.9,0.93,Extended (15-30m),Positive
INT000461,TKT000461,Outbound Call,2023-11-02,36.0,,0,1,1,0.4,0.3,Long (30m+),Neutral
INT000462,TKT000462,Live Chat,2023-06-10,11.9,23.0,0,1,1,,-0.63,Standard (5-15m),Negative
INT000463,TKT000463,Social Media,2024-03-26,3.3,2.0,0,1,0,,0.05,Quick (0-5m),Neutral
INT000464,TKT000464,Outbound Call,2023-08-10,24.9,,1,0,1,9.0,-1.0,Extended (15-30m),Negative
INT000465,TKT000465,Outbound Call,2023-06-20,41.8,,1,0,0,2.6,0.54,Long (30m+),Positive
INT000466,TKT000466,Inbound Call,2022-09-02,17.8,,0,0,1,7.3,-0.92,Extended (15-30m),Negative
INT000467,TKT000467,Email,2023-02-18,3.0,2.0,0,0,0,,0.62,Quick (0-5m),Positive
INT000468,TKT000468,Email,2024-10-16,4.3,6.0,0,0,1,,-0.47,Quick (0-5m),Negative
INT000469,TKT000469,Inbound Call,2022-09-18,23.2,,1,1,1,5.2,-0.5,Extended (15-30m),Negative
INT000470,TKT000470,Outbound Call,2022-03-15,42.9,,0,1,0,3.0,-0.82,Long (30m+),Negative
INT000471,TKT000471,Chatbot,2024-09-07,8.1,12.0,1,1,1,,0.37,Standard (5-15m),Positive
INT000472,TKT000472,Live Chat,2022-08-17,25.7,4.0,0,1,1,,-0.27,Extended (15-30m),Neutral
INT000473,TKT000473,Social Media,2022-03-19,3.6,7.0,1,1,1,,-0.82,Quick (0-5m),Negative
INT000474,TKT000474,Live Chat,2023-01-13,15.4,7.0,0,0,1,,-0.36,Extended (15-30m),Negative
INT000475,TKT000475,Inbound Call,2022-05-19,14.4,,0,1,1,7.0,0.84,Standard (5-15m),Positive
INT000476,TKT000476,Inbound Call,2024-06-11,36.3,,1,0,0,2.8,-0.93,Long (30m+),Negative
INT000477,TKT000477,Live Chat,2024-01-30,23.1,22.0,1,1,1,,0.34,Extended (15-30m),Positive
INT000478,TKT000478,Inbound Call,2022-10-20,20.8,,0,1,1,5.0,0.0,Extended (15-30m),Neutral
INT000479,TKT000479,Inbound Call,2022-03-26,24.8,,0,0,0,1.7,0.2,Extended (15-30m),Neutral
INT000480,TKT000480,Chatbot,2024-10-28,8.8,13.0,1,0,1,,-0.22,Standard (5-15m),Neutral
INT000481,TKT000481,Social Media,2023-03-07,4.2,7.0,0,1,1,,-0.04,Quick (0-5m),Neutral
INT000482,TKT000482,Inbound Call,2023-10-14,18.0,,0,0,1,6.3,0.52,Extended (15-30m),Positive
INT000483,TKT000483,Outbound Call,2022-01-30,26.0,,0,0,1,6.0,-0.03,Extended (15-30m),Neutral
INT000484,TKT000484,Email,2023-12-01,1.8,6.0,0,1,1,,-0.25,Quick (0-5m),Neutral
INT000485,TKT000485,Live Chat,2022-12-26,11.3,11.0,0,1,0,,-0.45,Standard (5-15m),Negative
INT000486,TKT000486,Inbound Call,2024-08-04,12.5,,0,1,1,5.5,-0.1,Standard (5-15m),Neutral
INT000487,TKT000487,Chatbot,2022-04-26,6.1,13.0,1,0,1,,0.15,Standard (5-15m),Neutral
INT000488,TKT000488,Outbound Call,2024-02-18,43.4,,0,0,1,3.6,-0.25,Long (30m+),Neutral
INT000489,TKT000489,Outbound Call,2023-08-21,39.5,,0,1,1,7.8,0.8,Long (30m+),Positive
